target,model,feature,coefficient
future_logrv_60,Macro_SummaryOLS,cpi_yoy_avg12,-0.04626
future_logrv_60,Macro_SummaryOLS,cpi_delta1_m1,-0.002999
future_logrv_60,Macro_SummaryOLS,cpi_delta1_avg12,-0.003992
future_logrv_60,Macro_SummaryOLS,ppi_yoy_m1,-0.071794
future_logrv_60,Macro_SummaryOLS,ppi_yoy_avg12,-0.059581
future_logrv_60,Macro_SummaryOLS,ppi_delta1_m1,0.00154
future_logrv_60,Macro_SummaryOLS,ppi_delta1_avg12,-2.029782
future_logrv_60,Macro_SummaryOLS,m2_yoy_m1,-0.029097
future_logrv_60,Macro_SummaryOLS,m2_yoy_avg12,-0.18396
future_logrv_60,Macro_SummaryOLS,m2_delta1_m1,-0.025727
future_logrv_60,Macro_SummaryOLS,m2_delta1_avg12,1.120723
future_logrv_60,Macro_SummaryOLS,epu_log_m1,0.243919
future_logrv_60,Macro_SummaryOLS,epu_log_avg12,-0.034142
future_logrv_60,Macro_SummaryOLS,epu_log_delta1_m1,0.063421
future_logrv_60,Macro_SummaryOLS,epu_log_delta1_avg12,-4.148055
future_logrv_60,Macro_SummaryOLS,fx_log_m1,-10.141914
future_logrv_60,Macro_SummaryOLS,fx_log_avg12,-2.472438
future_logrv_60,Macro_SummaryOLS,fx_ret1_m1,2.110986
future_logrv_60,Macro_SummaryOLS,fx_ret1_avg12,74.929018
future_logrv_60,Macro_Ridge,cpi_yoy_m1,0.014839
future_logrv_60,Macro_Ridge,cpi_yoy_avg12,0.014409
future_logrv_60,Macro_Ridge,cpi_delta1_m1,0.013149
future_logrv_60,Macro_Ridge,cpi_delta1_avg12,0.149055
future_logrv_60,Macro_Ridge,ppi_yoy_m1,-0.010258
future_logrv_60,Macro_Ridge,ppi_yoy_avg12,-0.009801
future_logrv_60,Macro_Ridge,ppi_delta1_m1,-0.038898
future_logrv_60,Macro_Ridge,ppi_delta1_avg12,-0.550869
future_logrv_60,Macro_Ridge,m2_yoy_m1,-0.002339
future_logrv_60,Macro_Ridge,m2_yoy_avg12,-0.003673
future_logrv_60,Macro_Ridge,m2_delta1_m1,0.005382
future_logrv_60,Macro_Ridge,m2_delta1_avg12,0.225668
future_logrv_60,Macro_Ridge,epu_log_m1,-0.008056
future_logrv_60,Macro_Ridge,epu_log_avg12,-0.00782
future_logrv_60,Macro_Ridge,epu_log_delta1_m1,0.001603
future_logrv_60,Macro_Ridge,epu_log_delta1_avg12,-0.107498
future_logrv_60,Macro_Ridge,fx_log_m1,-0.824021
future_logrv_60,Macro_Ridge,fx_log_avg12,-0.850455
future_logrv_60,Macro_Ridge,fx_ret1_m1,1.759147
future_logrv_60,Macro_Ridge,fx_ret1_avg12,11.428246
future_logrv_60,Macro_PCR,PC1,0.266378
future_logrv_60,Factor_OLS,price_factor_m1,0.002857
future_logrv_60,Factor_OLS,price_factor_avg12,-0.700678
future_logrv_60,Factor_OLS,money_factor_m1,0.01624
future_logrv_60,Factor_OLS,money_factor_avg12,-0.230367
future_logrv_60,Factor_OLS,policy_factor_m1,0.008261
future_logrv_60,Factor_OLS,policy_factor_avg12,0.118134
future_logrv_60,Factor_OLS,fx_factor_m1,0.02163
future_logrv_60,Factor_OLS,fx_factor_avg12,-0.400502
future_logrv_60,Factor_Ridge,price_factor_m1,-0.013125
future_logrv_60,Factor_Ridge,price_factor_avg12,-0.081177
future_logrv_60,Factor_Ridge,money_factor_m1,0.000517
future_logrv_60,Factor_Ridge,money_factor_avg12,-0.002311
future_logrv_60,Factor_Ridge,policy_factor_m1,-0.001619
future_logrv_60,Factor_Ridge,policy_factor_avg12,-0.004537
future_logrv_60,Factor_Ridge,fx_factor_m1,-0.016117
future_logrv_60,Factor_Ridge,fx_factor_avg12,-0.041153
future_logrv_60,HAR_OLS,past_logrv_5,0.107026
future_logrv_60,HAR_OLS,past_logrv_20,0.09674
future_logrv_60,HAR_OLS,past_logrv_60,0.395786
future_logrv_60,HAR_Ridge,past_logrv_5,0.039295
future_logrv_60,HAR_Ridge,past_logrv_20,0.051527
future_logrv_60,HAR_Ridge,past_logrv_60,0.056427
future_logrv_60,HARplusMacro_Ridge,past_logrv_5,0.035594
future_logrv_60,HARplusMacro_Ridge,past_logrv_20,0.046096
future_logrv_60,HARplusMacro_Ridge,past_logrv_60,0.049659
future_logrv_60,HARplusMacro_Ridge,cpi_yoy_m1,0.01323
future_logrv_60,HARplusMacro_Ridge,cpi_yoy_avg12,0.012865
future_logrv_60,HARplusMacro_Ridge,cpi_delta1_m1,0.011344
future_logrv_60,HARplusMacro_Ridge,cpi_delta1_avg12,0.125079
future_logrv_60,HARplusMacro_Ridge,ppi_yoy_m1,-0.008335
future_logrv_60,HARplusMacro_Ridge,ppi_yoy_avg12,-0.007923
future_logrv_60,HARplusMacro_Ridge,ppi_delta1_m1,-0.034225
future_logrv_60,HARplusMacro_Ridge,ppi_delta1_avg12,-0.495552
future_logrv_60,HARplusMacro_Ridge,m2_yoy_m1,-0.003262
future_logrv_60,HARplusMacro_Ridge,m2_yoy_avg12,-0.0045
future_logrv_60,HARplusMacro_Ridge,m2_delta1_m1,0.004703
future_logrv_60,HARplusMacro_Ridge,m2_delta1_avg12,0.195657
future_logrv_60,HARplusMacro_Ridge,epu_log_m1,-0.008039
future_logrv_60,HARplusMacro_Ridge,epu_log_avg12,-0.007375
future_logrv_60,HARplusMacro_Ridge,epu_log_delta1_m1,-0.000363
future_logrv_60,HARplusMacro_Ridge,epu_log_delta1_avg12,-0.171738
future_logrv_60,HARplusMacro_Ridge,fx_log_m1,-0.701936
future_logrv_60,HARplusMacro_Ridge,fx_log_avg12,-0.719505
future_logrv_60,HARplusMacro_Ridge,fx_ret1_m1,1.351208
future_logrv_60,HARplusMacro_Ridge,fx_ret1_avg12,7.606471
future_absret_60,Macro_SummaryOLS,cpi_yoy_m1,9.7e-05
future_absret_60,Macro_SummaryOLS,cpi_yoy_avg12,-6.1e-05
future_absret_60,Macro_SummaryOLS,cpi_delta1_m1,0.000102
future_absret_60,Macro_SummaryOLS,cpi_delta1_avg12,-0.000139
future_absret_60,Macro_SummaryOLS,ppi_yoy_m1,-0.000276
future_absret_60,Macro_SummaryOLS,ppi_yoy_avg12,-0.000258
future_absret_60,Macro_SummaryOLS,ppi_delta1_m1,-7.8e-05
future_absret_60,Macro_SummaryOLS,ppi_delta1_avg12,-0.008397
future_absret_60,Macro_SummaryOLS,m2_yoy_m1,-6.3e-05
future_absret_60,Macro_SummaryOLS,m2_yoy_avg12,-0.000771
future_absret_60,Macro_SummaryOLS,m2_delta1_m1,-0.000137
future_absret_60,Macro_SummaryOLS,m2_delta1_avg12,0.005957
future_absret_60,Macro_SummaryOLS,epu_log_m1,0.001082
future_absret_60,Macro_SummaryOLS,epu_log_avg12,-0.000485
future_absret_60,Macro_SummaryOLS,epu_log_delta1_m1,0.00014
future_absret_60,Macro_SummaryOLS,epu_log_delta1_avg12,-0.017153
future_absret_60,Macro_SummaryOLS,fx_log_m1,-0.033441
future_absret_60,Macro_SummaryOLS,fx_log_avg12,-0.019855
future_absret_60,Macro_SummaryOLS,fx_ret1_m1,0.007867
future_absret_60,Macro_SummaryOLS,fx_ret1_avg12,0.463609
future_absret_60,Macro_Ridge,cpi_yoy_m1,3e-05
future_absret_60,Macro_Ridge,cpi_yoy_avg12,2.8e-05
future_absret_60,Macro_Ridge,cpi_delta1_m1,5e-05
future_absret_60,Macro_Ridge,cpi_delta1_avg12,0.000558
future_absret_60,Macro_Ridge,ppi_yoy_m1,-4.1e-05
future_absret_60,Macro_Ridge,ppi_yoy_avg12,-4e-05
future_absret_60,Macro_Ridge,ppi_delta1_m1,-0.000149
future_absret_60,Macro_Ridge,ppi_delta1_avg12,-0.001991
future_absret_60,Macro_Ridge,m2_yoy_m1,-2e-06
future_absret_60,Macro_Ridge,m2_yoy_avg12,-8e-06
future_absret_60,Macro_Ridge,m2_delta1_m1,2.7e-05
future_absret_60,Macro_Ridge,m2_delta1_avg12,0.001072
future_absret_60,Macro_Ridge,epu_log_m1,-6.7e-05
future_absret_60,Macro_Ridge,epu_log_avg12,-6.9e-05
future_absret_60,Macro_Ridge,epu_log_delta1_m1,1.6e-05
future_absret_60,Macro_Ridge,epu_log_delta1_avg12,-0.000355
future_absret_60,Macro_Ridge,fx_log_m1,-0.004021
future_absret_60,Macro_Ridge,fx_log_avg12,-0.004187
future_absret_60,Macro_Ridge,fx_ret1_m1,0.010116
future_absret_60,Macro_Ridge,fx_ret1_avg12,0.068604
future_absret_60,Macro_PCR,PC1,0.266378
future_absret_60,Factor_OLS,price_factor_m1,4e-06
future_absret_60,Factor_OLS,price_factor_avg12,-0.003034
future_absret_60,Factor_OLS,money_factor_m1,8.1e-05
future_absret_60,Factor_OLS,money_factor_avg12,-0.000836
future_absret_60,Factor_OLS,policy_factor_m1,4.4e-05
future_absret_60,Factor_OLS,policy_factor_avg12,0.00026
future_absret_60,Factor_OLS,fx_factor_m1,0.000123
future_absret_60,Factor_OLS,fx_factor_avg12,-0.001759
future_absret_60,Factor_Ridge,price_factor_m1,-5.9e-05
future_absret_60,Factor_Ridge,price_factor_avg12,-0.000363
future_absret_60,Factor_Ridge,money_factor_m1,1.1e-05
future_absret_60,Factor_Ridge,money_factor_avg12,1.6e-05
future_absret_60,Factor_Ridge,policy_factor_m1,-1.9e-05
future_absret_60,Factor_Ridge,policy_factor_avg12,-4.6e-05
future_absret_60,Factor_Ridge,fx_factor_m1,-7.9e-05
future_absret_60,Factor_Ridge,fx_factor_avg12,-0.000203
future_absret_60,HAR_OLS,past_absret_5,0.067917
future_absret_60,HAR_OLS,past_absret_20,0.030961
future_absret_60,HAR_OLS,past_absret_60,0.346896
future_absret_60,HAR_Ridge,past_absret_5,0.028479
future_absret_60,HAR_Ridge,past_absret_20,0.039134
future_absret_60,HAR_Ridge,past_absret_60,0.041908
future_absret_60,HARplusMacro_Ridge,past_absret_5,0.025692
future_absret_60,HARplusMacro_Ridge,past_absret_20,0.035212
future_absret_60,HARplusMacro_Ridge,past_absret_60,0.0371
future_absret_60,HARplusMacro_Ridge,cpi_yoy_m1,2.9e-05
future_absret_60,HARplusMacro_Ridge,cpi_yoy_avg12,2.7e-05
future_absret_60,HARplusMacro_Ridge,cpi_delta1_m1,4e-05
future_absret_60,HARplusMacro_Ridge,cpi_delta1_avg12,0.00043
future_absret_60,HARplusMacro_Ridge,ppi_yoy_m1,-3.4e-05
future_absret_60,HARplusMacro_Ridge,ppi_yoy_avg12,-3.3e-05
future_absret_60,HARplusMacro_Ridge,ppi_delta1_m1,-0.00013
future_absret_60,HARplusMacro_Ridge,ppi_delta1_avg12,-0.001778
future_absret_60,HARplusMacro_Ridge,m2_yoy_m1,-8e-06
future_absret_60,HARplusMacro_Ridge,m2_yoy_avg12,-1.3e-05
future_absret_60,HARplusMacro_Ridge,m2_delta1_m1,2.3e-05
future_absret_60,HARplusMacro_Ridge,m2_delta1_avg12,0.000918
future_absret_60,HARplusMacro_Ridge,epu_log_m1,-6.2e-05
future_absret_60,HARplusMacro_Ridge,epu_log_avg12,-6.2e-05
future_absret_60,HARplusMacro_Ridge,epu_log_delta1_m1,9e-06
future_absret_60,HARplusMacro_Ridge,epu_log_delta1_avg12,-0.000566
future_absret_60,HARplusMacro_Ridge,fx_log_m1,-0.003406
future_absret_60,HARplusMacro_Ridge,fx_log_avg12,-0.003544
future_absret_60,HARplusMacro_Ridge,fx_ret1_m1,0.008857
future_absret_60,HARplusMacro_Ridge,fx_ret1_avg12,0.054066
future_upratio_60,Macro_SummaryOLS,cpi_yoy_m1,-0.003195
future_upratio_60,Macro_SummaryOLS,cpi_yoy_avg12,0.003004
future_upratio_60,Macro_SummaryOLS,cpi_delta1_m1,0.002358
future_upratio_60,Macro_SummaryOLS,cpi_delta1_avg12,-0.227876
future_upratio_60,Macro_SummaryOLS,ppi_yoy_m1,-0.003503
future_upratio_60,Macro_SummaryOLS,ppi_yoy_avg12,0.003564
future_upratio_60,Macro_SummaryOLS,ppi_delta1_m1,-0.000433
future_upratio_60,Macro_SummaryOLS,ppi_delta1_avg12,-0.043312
future_upratio_60,Macro_SummaryOLS,m2_yoy_m1,0.000593
future_upratio_60,Macro_SummaryOLS,m2_yoy_avg12,0.010004
future_upratio_60,Macro_SummaryOLS,m2_delta1_m1,0.000377
future_upratio_60,Macro_SummaryOLS,m2_delta1_avg12,0.046839
future_upratio_60,Macro_SummaryOLS,epu_log_m1,-0.027601
future_upratio_60,Macro_SummaryOLS,epu_log_avg12,0.003638
future_upratio_60,Macro_SummaryOLS,epu_log_delta1_m1,-0.004558
future_upratio_60,Macro_SummaryOLS,epu_log_delta1_avg12,0.182961
future_upratio_60,Macro_SummaryOLS,fx_log_m1,0.814871
future_upratio_60,Macro_SummaryOLS,fx_log_avg12,-0.128901
future_upratio_60,Macro_SummaryOLS,fx_ret1_m1,-0.137633
future_upratio_60,Macro_SummaryOLS,fx_ret1_avg12,-18.508502
future_upratio_60,Macro_Ridge,cpi_yoy_m1,0.000561
future_upratio_60,Macro_Ridge,cpi_yoy_avg12,0.000817
future_upratio_60,Macro_Ridge,cpi_delta1_m1,-0.003072
future_upratio_60,Macro_Ridge,cpi_delta1_avg12,-0.042269
future_upratio_60,Macro_Ridge,ppi_yoy_m1,-0.000116
future_upratio_60,Macro_Ridge,ppi_yoy_avg12,-9.5e-05
future_upratio_60,Macro_Ridge,ppi_delta1_m1,-0.001943
future_upratio_60,Macro_Ridge,ppi_delta1_avg12,-0.022712
future_upratio_60,Macro_Ridge,m2_yoy_m1,0.000837
future_upratio_60,Macro_Ridge,m2_yoy_avg12,0.000834
future_upratio_60,Macro_Ridge,m2_delta1_m1,0.000233
future_upratio_60,Macro_Ridge,m2_delta1_avg12,0.00813
future_upratio_60,Macro_Ridge,epu_log_m1,-0.001023
future_upratio_60,Macro_Ridge,epu_log_avg12,-0.000987
future_upratio_60,Macro_Ridge,epu_log_delta1_m1,-0.001571
future_upratio_60,Macro_Ridge,epu_log_delta1_avg12,-0.004622
future_upratio_60,Macro_Ridge,fx_log_m1,0.029434
future_upratio_60,Macro_Ridge,fx_log_avg12,0.033362
future_upratio_60,Macro_Ridge,fx_ret1_m1,-0.17976
future_upratio_60,Macro_Ridge,fx_ret1_avg12,-1.593652
future_upratio_60,Macro_PCR,PC1,0.266378
future_upratio_60,Macro_PCR,PC2,0.139296
future_upratio_60,Factor_OLS,price_factor_m1,-0.000713
future_upratio_60,Factor_OLS,price_factor_avg12,-0.015534
future_upratio_60,Factor_OLS,money_factor_m1,0.000543
future_upratio_60,Factor_OLS,money_factor_avg12,0.021869
future_upratio_60,Factor_OLS,policy_factor_m1,-0.001447
future_upratio_60,Factor_OLS,policy_factor_avg12,-0.004671
future_upratio_60,Factor_OLS,fx_factor_m1,-0.001623
future_upratio_60,Factor_OLS,fx_factor_avg12,0.026597
future_upratio_60,Factor_Ridge,price_factor_m1,-0.001402
future_upratio_60,Factor_Ridge,price_factor_avg12,-0.008516
future_upratio_60,Factor_Ridge,money_factor_m1,0.002297
future_upratio_60,Factor_Ridge,money_factor_avg12,0.010567
future_upratio_60,Factor_Ridge,policy_factor_m1,-0.001252
future_upratio_60,Factor_Ridge,policy_factor_avg12,-0.002354
future_upratio_60,Factor_Ridge,fx_factor_m1,0.00207
future_upratio_60,Factor_Ridge,fx_factor_avg12,0.009962
future_upratio_60,HAR_OLS,past_upratio_5,-0.009176
future_upratio_60,HAR_OLS,past_upratio_20,-0.015118
future_upratio_60,HAR_OLS,past_upratio_60,0.162062
future_upratio_60,HAR_Ridge,past_upratio_5,-0.000151
future_upratio_60,HAR_Ridge,past_upratio_20,0.003676
future_upratio_60,HAR_Ridge,past_upratio_60,0.021793
future_upratio_60,HARplusMacro_Ridge,past_upratio_5,-0.000316
future_upratio_60,HARplusMacro_Ridge,past_upratio_20,0.003045
future_upratio_60,HARplusMacro_Ridge,past_upratio_60,0.020962
future_upratio_60,HARplusMacro_Ridge,cpi_yoy_m1,0.000565
future_upratio_60,HARplusMacro_Ridge,cpi_yoy_avg12,0.000823
future_upratio_60,HARplusMacro_Ridge,cpi_delta1_m1,-0.003098
future_upratio_60,HARplusMacro_Ridge,cpi_delta1_avg12,-0.042736
future_upratio_60,HARplusMacro_Ridge,ppi_yoy_m1,-0.000116
future_upratio_60,HARplusMacro_Ridge,ppi_yoy_avg12,-9.5e-05
future_upratio_60,HARplusMacro_Ridge,ppi_delta1_m1,-0.001947
future_upratio_60,HARplusMacro_Ridge,ppi_delta1_avg12,-0.022809
future_upratio_60,HARplusMacro_Ridge,m2_yoy_m1,0.000826
future_upratio_60,HARplusMacro_Ridge,m2_yoy_avg12,0.000822
future_upratio_60,HARplusMacro_Ridge,m2_delta1_m1,0.000237
future_upratio_60,HARplusMacro_Ridge,m2_delta1_avg12,0.00818
future_upratio_60,HARplusMacro_Ridge,epu_log_m1,-0.000917
future_upratio_60,HARplusMacro_Ridge,epu_log_avg12,-0.000879
future_upratio_60,HARplusMacro_Ridge,epu_log_delta1_m1,-0.00157
future_upratio_60,HARplusMacro_Ridge,epu_log_delta1_avg12,-0.004003
future_upratio_60,HARplusMacro_Ridge,fx_log_m1,0.030272
future_upratio_60,HARplusMacro_Ridge,fx_log_avg12,0.034071
future_upratio_60,HARplusMacro_Ridge,fx_ret1_m1,-0.174152
future_upratio_60,HARplusMacro_Ridge,fx_ret1_avg12,-1.54665
future_signbalance_60,Macro_SummaryOLS,cpi_yoy_m1,-0.00639
future_signbalance_60,Macro_SummaryOLS,cpi_yoy_avg12,0.006007
future_signbalance_60,Macro_SummaryOLS,cpi_delta1_m1,0.004715
future_signbalance_60,Macro_SummaryOLS,cpi_delta1_avg12,-0.455752
future_signbalance_60,Macro_SummaryOLS,ppi_yoy_m1,-0.007006
future_signbalance_60,Macro_SummaryOLS,ppi_yoy_avg12,0.007128
future_signbalance_60,Macro_SummaryOLS,ppi_delta1_m1,-0.000865
future_signbalance_60,Macro_SummaryOLS,ppi_delta1_avg12,-0.086624
future_signbalance_60,Macro_SummaryOLS,m2_yoy_m1,0.001187
future_signbalance_60,Macro_SummaryOLS,m2_yoy_avg12,0.020009
future_signbalance_60,Macro_SummaryOLS,m2_delta1_m1,0.000754
future_signbalance_60,Macro_SummaryOLS,m2_delta1_avg12,0.093679
future_signbalance_60,Macro_SummaryOLS,epu_log_m1,-0.055202
future_signbalance_60,Macro_SummaryOLS,epu_log_avg12,0.007276
future_signbalance_60,Macro_SummaryOLS,epu_log_delta1_m1,-0.009116
future_signbalance_60,Macro_SummaryOLS,epu_log_delta1_avg12,0.365921
future_signbalance_60,Macro_SummaryOLS,fx_log_m1,1.629741
future_signbalance_60,Macro_SummaryOLS,fx_log_avg12,-0.257803
future_signbalance_60,Macro_SummaryOLS,fx_ret1_m1,-0.275267
future_signbalance_60,Macro_SummaryOLS,fx_ret1_avg12,-37.017003
future_signbalance_60,Macro_Ridge,cpi_yoy_m1,0.001123
future_signbalance_60,Macro_Ridge,cpi_yoy_avg12,0.001633
future_signbalance_60,Macro_Ridge,cpi_delta1_m1,-0.006144
future_signbalance_60,Macro_Ridge,cpi_delta1_avg12,-0.084538
future_signbalance_60,Macro_Ridge,ppi_yoy_m1,-0.000231
future_signbalance_60,Macro_Ridge,ppi_yoy_avg12,-0.000189
future_signbalance_60,Macro_Ridge,ppi_delta1_m1,-0.003885
future_signbalance_60,Macro_Ridge,ppi_delta1_avg12,-0.045425
future_signbalance_60,Macro_Ridge,m2_yoy_m1,0.001675
future_signbalance_60,Macro_Ridge,m2_yoy_avg12,0.001668
future_signbalance_60,Macro_Ridge,m2_delta1_m1,0.000466
future_signbalance_60,Macro_Ridge,m2_delta1_avg12,0.01626
future_signbalance_60,Macro_Ridge,epu_log_m1,-0.002046
future_signbalance_60,Macro_Ridge,epu_log_avg12,-0.001975
future_signbalance_60,Macro_Ridge,epu_log_delta1_m1,-0.003142
future_signbalance_60,Macro_Ridge,epu_log_delta1_avg12,-0.009244
future_signbalance_60,Macro_Ridge,fx_log_m1,0.058869
future_signbalance_60,Macro_Ridge,fx_log_avg12,0.066725
future_signbalance_60,Macro_Ridge,fx_ret1_m1,-0.35952
future_signbalance_60,Macro_Ridge,fx_ret1_avg12,-3.187303
future_signbalance_60,Macro_PCR,PC1,0.266378
future_signbalance_60,Macro_PCR,PC2,0.139296
future_signbalance_60,Factor_OLS,price_factor_m1,-0.001425
future_signbalance_60,Factor_OLS,price_factor_avg12,-0.031068
future_signbalance_60,Factor_OLS,money_factor_m1,0.001086
future_signbalance_60,Factor_OLS,money_factor_avg12,0.043739
future_signbalance_60,Factor_OLS,policy_factor_m1,-0.002894
future_signbalance_60,Factor_OLS,policy_factor_avg12,-0.009342
future_signbalance_60,Factor_OLS,fx_factor_m1,-0.003247
future_signbalance_60,Factor_OLS,fx_factor_avg12,0.053193
future_signbalance_60,Factor_Ridge,price_factor_m1,-0.002804
future_signbalance_60,Factor_Ridge,price_factor_avg12,-0.017031
future_signbalance_60,Factor_Ridge,money_factor_m1,0.004594
future_signbalance_60,Factor_Ridge,money_factor_avg12,0.021134
future_signbalance_60,Factor_Ridge,policy_factor_m1,-0.002504
future_signbalance_60,Factor_Ridge,policy_factor_avg12,-0.004708
future_signbalance_60,Factor_Ridge,fx_factor_m1,0.00414
future_signbalance_60,Factor_Ridge,fx_factor_avg12,0.019924
future_signbalance_60,HAR_OLS,past_signbalance_5,-0.009176
future_signbalance_60,HAR_OLS,past_signbalance_20,-0.015118
future_signbalance_60,HAR_OLS,past_signbalance_60,0.162062
future_signbalance_60,HAR_Ridge,past_signbalance_5,-0.000151
future_signbalance_60,HAR_Ridge,past_signbalance_20,0.003676
future_signbalance_60,HAR_Ridge,past_signbalance_60,0.021793
future_signbalance_60,HARplusMacro_Ridge,past_signbalance_5,-0.000316
future_signbalance_60,HARplusMacro_Ridge,past_signbalance_20,0.003045
future_signbalance_60,HARplusMacro_Ridge,past_signbalance_60,0.020962
future_signbalance_60,HARplusMacro_Ridge,cpi_yoy_m1,0.00113
future_signbalance_60,HARplusMacro_Ridge,cpi_yoy_avg12,0.001647
future_signbalance_60,HARplusMacro_Ridge,cpi_delta1_m1,-0.006196
future_signbalance_60,HARplusMacro_Ridge,cpi_delta1_avg12,-0.085473
future_signbalance_60,HARplusMacro_Ridge,ppi_yoy_m1,-0.000231
future_signbalance_60,HARplusMacro_Ridge,ppi_yoy_avg12,-0.000189
future_signbalance_60,HARplusMacro_Ridge,ppi_delta1_m1,-0.003894
future_signbalance_60,HARplusMacro_Ridge,ppi_delta1_avg12,-0.045618
future_signbalance_60,HARplusMacro_Ridge,m2_yoy_m1,0.001652
future_signbalance_60,HARplusMacro_Ridge,m2_yoy_avg12,0.001644
future_signbalance_60,HARplusMacro_Ridge,m2_delta1_m1,0.000473
future_signbalance_60,HARplusMacro_Ridge,m2_delta1_avg12,0.016361
future_signbalance_60,HARplusMacro_Ridge,epu_log_m1,-0.001833
future_signbalance_60,HARplusMacro_Ridge,epu_log_avg12,-0.001758
future_signbalance_60,HARplusMacro_Ridge,epu_log_delta1_m1,-0.00314
future_signbalance_60,HARplusMacro_Ridge,epu_log_delta1_avg12,-0.008005
future_signbalance_60,HARplusMacro_Ridge,fx_log_m1,0.060544
future_signbalance_60,HARplusMacro_Ridge,fx_log_avg12,0.068142
future_signbalance_60,HARplusMacro_Ridge,fx_ret1_m1,-0.348304
future_signbalance_60,HARplusMacro_Ridge,fx_ret1_avg12,-3.093299
